"","DispoCode","Elev","Latitude","Succ2","Temp","Prec","SoilPCA","Elephant","VillDist","PopDensity","NightLights"
"155","NRI_P106",0.459928289710712,0.402795791845131,"Exp",-0.19010667143873,-0.99738315589361,-0.136575481585022,1,0.0908997948744273,-0.282812827716496,-0.327938031158869
"156","NRI_P107",0.504801079600796,0.507762416030415,"Prm",-0.280157200014957,-0.99738315589361,-0.136575481585022,1,-0.448791524420469,-0.321434912353015,-0.195079571563427
"157","NRI_P108",0.823397887820396,0.651865139112678,"Prm",-0.730409842896104,-0.826767630359588,-0.136575481585022,1,-0.314520384460154,-0.292156752426351,-0.233121101305472
"158","NRI_P109",0.491339242633771,0.513515262766973,"Prm",-0.19010667143873,-1.01444470844701,-0.136575481585022,1,-0.349528150943315,-0.331126154818045,-0.17870608251477
"159","NRI_P110",0.334284478018475,-0.114523286364263,"Prm",-0.640359314319877,-0.60837975767604,-0.245505496683791,1,-0.370899014104883,-0.0541649035708374,-0.184148280064752
"160","NRI_P113",1.0881473481719,1.78283219384036,"Sec",-1.00056142862479,-0.908663082615919,-0.136575481585022,1,4.51010986592126,-0.312897465657049,-0.221120649045137
"161","NRI_P114",0.881732514677506,1.69335107641287,"Sec",-0.910510900048562,-0.942786187722723,-0.136575481585022,1,4.30830267739194,-0.275686483384409,-0.366353818988312
"162","NRI_P115",0.652881286238075,1.2182465975809,"Exp",-0.460258257167415,-0.884776909041155,-0.136575481585022,1,2.0962254409488,-0.341429530044252,-0.219023793332179
"163","NRI_P118",0.751601423996261,0.86305481453722,"Prm",-0.820460371472335,-0.973496982318847,-0.136575481585022,1,-0.267366147969858,-0.34042367018183,-0.286079726905651
"164","NRI_P119",-0.401629276178911,-1.86079636185269,"Prm",-0.100056142862499,-0.328570295800245,-0.245505496683791,1,-0.145760106167985,-0.367921011438471,-0.324316674352737
"165","NRI_P120",-0.00226144615715902,-1.67590456894173,"Prm",-0.730409842896104,0.200337833355221,-0.245505496683791,1,0.434672270168074,-0.226984062782531,-0.149227527416306
"166","NRI_P122",-0.518298529893131,-1.39885223827548,"Prm",-0.19010667143873,0.466498053188295,-0.245505496683791,1,-0.35038346113314,-0.359916309205399,-0.221626606714505
"167","NRI_P123",0.868270677710481,0.0878282784435693,"Prm",-0.910510900048562,-0.662976725846927,-0.245505496683791,1,-0.338937560142592,-0.303260996260061,-0.160939769452065
"168","NRI_P124",-0.397141997189903,-0.351456189976337,"Sec",0.890499671476025,-0.618616689208082,-0.245505496683791,1,-0.138558107472681,-0.354071339340093,-0.207033313762985
"169","NRI_P125",-1.21382677318944,-2.40467035687622,"Sec",0.890499671476025,-1.76174071028603,-2.26951024654322,1,-0.5223237974593,0.364305375408547,-0.21633499616991
"170","NRI_P126",-0.280472743475683,-0.227694734709009,"Sec",0.440247028594878,-0.908663082615919,-0.245505496683791,1,-0.149755078369626,-0.35861363576495,-0.0565590496563116
"171","NRI_P129",-1.43370344365086,0.593485243581464,"Sec",0.890499671476025,4.1620303362552,0.0483289361570643,NA,-0.626958367223234,-0.0814944639189936,0.908539345986155
"172","NRI_P130",-0.98497554475001,-1.5996184729973,"Sec",1.25070178578094,-0.352456469375008,-2.26951024654322,1,-0.624943339403218,-0.337287517303214,0.00235486971943616
"173","NRI_P131",0.625957612304025,0.628341373654322,"Sec",-0.640359314319877,-0.751696799124619,-0.136575481585022,NA,-0.747188632974085,0.121029077574255,-0.0322419411505348
"174","NRI_P133",0.20415338733723,0.270056716383898,"Sec",0.080044914289959,-1.04174319253246,-0.136575481585022,1,-0.238188507474928,-0.273271519620415,-0.312436097839149
"175","NRI_P134",0.908656188611557,0.514091900424954,"Prm",-1.72096565723463,1.75293911571482,-0.245505496683791,1,-0.377252969832102,-0.384280518074415,0.139421717286929
"176","NRI_P135",0.688779518150143,-0.840160689179701,"Sec",-0.550308785743646,-0.192077875373028,-0.136575481585022,1,-0.0454922560585685,0.0201019634538702,-0.179742696205912
"177","NRI_P136",0.877245235688498,0.863710084326395,"Sec",-1.00056142862479,-0.52307199490903,-0.136575481585022,1,-0.341308840051475,0.136945512070071,-0.100973238566202
"178","NRI_P137",0.46441556869972,-1.24856292207573,"Exp",-0.370207728591188,0.0501961708852821,-0.136575481585022,1,-0.64744107572937,1.33370097621359,-0.128365787325778
"179","NRI_P138",0.679804960172126,0.977494527407347,"Prm",-0.730409842896104,-1.00762008742565,-0.136575481585022,1,-0.366604132656959,-0.0510641699132064,-0.0845861312951223
"180","NRI_P139",0.0336367857549086,-0.338266241043061,"Sec",0.080044914289959,-0.645915173293525,-0.245505496683791,1,-0.407445484544924,-0.276012554644818,-0.320438776080639
"181","NRI_P141",-0.154828931783446,-0.469346426836875,"Prm",0.440247028594878,-0.673213657378969,-0.245505496683791,1,-0.362355616665521,-0.277441916999558,-0.28725162381541
"182","NRI_P142",-1.38434337477176,-0.095152663049202,"Prm",1.34075231435717,0.957870766726278,2.54273910783674,1,-0.487582901998458,-0.35816873036074,-0.105776362255289
"183","NRI_P143",0.298386246106407,-0.63208079724213,"Sec",-0.370207728591188,0.572279679019388,-0.245505496683791,1,-0.350518103684142,-0.360871950543524,-0.130838908823313
"184","NRI_P144",-0.213163558640556,0.167898029296219,"Sec",0.530297557171106,-1.14070019734219,-0.136575481585022,1,0.165297742720705,-0.340908832351304,-0.323364458332875
"185","NRI_P145",0.886219793666515,1.2652053505059,"Exp",-0.730409842896104,-0.782407593720742,-0.136575481585022,1,0.89801143954714,-0.194845728746661,-0.243537308513876
"186","NRI_P146",1.55931164201778,1.38291042103642,"Prm",-1.36076354292971,-0.652739794314886,-0.136575481585022,1,0.163215783794173,0.0379841611842142,-0.138883045192077
"187","NRI_P147",0.724677750062211,0.483723735024086,"Prm",-0.730409842896104,-0.76193373065666,-0.136575481585022,1,-0.496234084582293,-0.00797905495550111,-0.00639151929672923
"188","NRI_P148",-0.159316210772455,0.209147056723549,"Prm",0.620348085747337,-1.13728788683151,-2.26951024654322,1,-0.569345903013398,-0.22829663345365,0.143290145603115
"189","NRI_P149",0.302873525095416,-0.711748931667256,"Sec",-0.100056142862499,-0.185253254351667,-0.245505496683791,1,-0.468708472612945,-0.236282540938068,-0.197144260567449
"190","NRI_P150",0.500313800611788,-0.418082339295019,"Sec",-0.370207728591188,-0.28762256967208,2.54273910783674,1,-0.204596931944569,-0.0948688896556268,-0.155610881714815
"191","NRI_P151",0.52275019555683,0.60098914043797,"Prm",-0.280157200014957,-0.99397084538293,-0.136575481585022,1,0.232561252336367,-0.34705845476154,-0.186156704030837
"192","NRI_P152",0.302873525095416,0.336323525088984,"Exp",-0.0100056142862685,-1.05539243457518,-0.136575481585022,1,-0.247278177768741,-0.119953690068582,0.0783046927114654
"193","NRI_P153",1.25866394975422,-0.921266189103044,"Prm",-1.18066248577725,0.756544446596132,-0.245505496683791,1,-0.124736245286931,-0.364550141102523,-0.0768966963446547
"194","NRI_P154",-1.17792854127737,0.25622756301863,"Exp",1.25070178578094,1.23085560758071,-0.245505496683791,1,-0.570111190572352,-0.39545049594022,0.297623893223636
"195","NRI_P156",1.02083816333677,-0.843106444243617,"Prm",-0.730409842896104,0.0160730657784778,-0.136575481585022,1,-0.394544862637217,-0.233442631529558,-0.214922318146959
"196","NRI_P159",2.25483988531409,-1.16498430682252,"Prm",-2.44136988584446,0.323181011739717,-0.136575481585022,1,0.171166515658396,0.271422032012436,-0.132094197748757
"197","NRI_P160",-1.53242358140904,0.228288546283776,"Prm",1.4308028429334,2.50705973857519,2.54273910783674,1,-0.700779067343631,12.8657464925596,-0.177598366142227
"198","NRI_P161",-1.37536881679375,-0.0125759760633487,"Sec",1.34075231435717,1.302514128305,2.54273910783674,1,0.194990053608663,-0.33243987033332,-0.0573279263188644
"199","NRI_P162",0.594546659380965,0.398640958090951,"Prm",-0.280157200014957,-0.864303045977073,-0.136575481585022,NA,-0.435142561024336,-0.312358890050454,-0.300270026338325
"200","NRI_P166",0.751601423996261,0.631859538490442,"Sec",-0.730409842896104,-0.796056835763464,-0.136575481585022,1,-0.532547350555467,-0.114842535914948,0.0654495689431024
"201","NRI_P167",0.738139587029236,1.35270797566949,"Prm",-0.640359314319877,-0.932549256190681,-0.136575481585022,1,2.73306351012951,-0.334448317628741,-0.37134616525312
"202","NRI_P168",0.621470333315016,1.00025479802778,"Prm",-0.640359314319877,-0.915487703637279,1.19629966805361,1,-0.398673808219109,-0.261704452904346,-0.0991895749266147
"203","NRI_P170",0.720190471073202,0.604350886436665,"Prm",-0.460258257167415,-0.908663082615919,-0.136575481585022,NA,-0.137508890855129,-0.343769864782087,-0.3171581008345
"204","NRI_P172",-1.42921616466185,-1.71870848811255,"Prm",0.800449142899795,-0.0589977654564913,0.0483289361570643,1,-0.0618693050070174,-0.290944861831271,13.6210345250386
"205","NRI_P173",-1.33049602690366,-0.156782697069545,"Sec",1.25070178578094,0.845264519873823,-0.245505496683791,1,-0.46029368423651,-0.365300468905034,-0.112924638368888
"206","NRI_P174",0.419542778809636,-2.42475120792979,"Prm",-1.36076354292971,-0.915487703637279,-0.245505496683791,1,0.224548805269867,-0.156072387817858,0.471528194313057
"207","NRI_P175",1.42020599335852,0.652797736445358,"Prm",-2.261268828692,1.4424188592429,-0.245505496683791,1,0.222672539918392,-0.210325707478215,-0.149354641358387
"208","NRI_P176",1.12404558008396,1.52168558875246,"Exp",-0.910510900048562,-0.782407593720742,-0.136575481585022,1,1.57088603631906,0.286193432117845,-0.369223838819358
"209","NRI_P177",-0.845869896090748,-1.73995191415668,"Prm",0.980550200052253,-0.751696799124619,-0.245505496683791,1,-0.681487687085553,-0.281555002026518,-0.00497018583294589
"210","NRI_P178",-0.141367094816421,0.465263725709778,"Prm",0.17009544286619,-0.482124268780865,-0.136575481585022,1,-0.268948988734335,-0.297788758577226,-0.281584852060847
"211","NRI_P179",-1.11061935644225,-0.223351352163997,"Prm",0.800449142899795,1.04317852949329,-2.26951024654322,1,-0.0218372468113624,3.37301296985074,0.866281659129029
"212","NRI_P180",-1.43370344365086,-0.0808238133072208,"Sec",1.07060072862848,1.39805882260405,-2.26951024654322,1,-0.28385158501232,2.29467875283937,0.050569903526369
"213","NRI_P181",-1.12408119340927,-0.00935458506681276,"Sec",0.890499671476025,1.6505698003944,-2.26951024654322,1,0.198078980476704,2.71824838258393,-0.210085088967269
"214","NRI_P182",-1.35741970083771,-0.329010448641644,"Prm",1.07060072862848,0.855501451405865,-2.26951024654322,1,-0.203530670067268,0.631282200491445,-0.170629106093596
"215","NRI_P183",-1.4561398385959,-0.364859206546304,"Prm",0.980550200052253,0.73607058353205,-2.26951024654322,1,-0.0989217007617017,1.97580479659579,3.48996799117745
"216","NRI_P184",-1.18690309925539,-0.346170064238122,"Prm",0.710398614323564,0.838439898852462,-2.26951024654322,1,0.698183441584186,1.92033872179803,1.87883221244335
"217","NRI_P186",0.693266797139151,-0.78805616551865,"Prm",-0.640359314319877,0.125267002120252,-0.245505496683791,NA,-0.164272357949641,-0.200558519454421,0.246430587939493
"218","NRI_P187",0.00671311182085789,0.433007537647616,"Prm",0.260145971442417,-0.809706077806186,-0.136575481585022,1,-0.601740635797112,-0.349850923297082,-0.193797287420082
"219","NRI_P188",0.688779518150143,0.762637877133932,"Sec",-0.730409842896104,-0.850653803934351,-0.136575481585022,1,-0.602096596136202,-0.0606081536119389,-0.214115430786628
"220","OLAM_P001",-1.33049602690366,0.272047891544163,"Prm",1.34075231435717,1.32640030187976,-0.245505496683791,1,-0.618908175435619,-0.381121951885226,0.209482201388872
"221","OLAM_P002",-1.35741970083771,0.197869650819345,"Sec",1.07060072862848,1.28886488626228,-0.245505496683791,0,-0.538047396834023,-0.386356542543778,0.101031739622653
"222","OLAM_P003",-1.40677976971681,0.193433262396841,"Sec",1.34075231435717,1.42194499617882,-0.245505496683791,0,-0.614159606542075,-0.332665879810823,0.207643373439102
"223","OLAM_P004",-1.24075044712349,0.0938694440091172,"Sec",1.25070178578094,1.28204026524092,-0.245505496683791,1,-0.0645917952948247,-0.246943877228746,0.126963844261511
"224","OLAM_P005",-1.33049602690366,0.00801048934168502,"Sec",1.34075231435717,1.11824936072826,-0.245505496683791,1,-0.560977780627092,-0.287236200436884,0.128713117507978
"225","OLAM_P006",-1.29011051600259,-0.0236834348087941,"Sec",1.25070178578094,0.98516925081172,-0.245505496683791,0,-0.543711591291116,-0.263074037177602,0.132397459007733
"226","OLAM_P007",-1.36190697982672,0.0450843905328336,"Sec",1.4308028429334,0.991993871833082,-0.245505496683791,0,-0.532418824083679,-0.359470735745287,-0.053470818474729
"227","OLAM_P008",-1.29459779499159,-0.052660736889232,"Exp",1.34075231435717,0.855501451405865,-0.245505496683791,0,-0.615457951859824,-0.292900386015417,0.0507299367836958
"228","OLAM_P009",-1.41126704870581,-0.291145150544938,"Sec",1.34075231435717,0.606402784126193,-0.245505496683791,1,-0.554552114800808,0.0505703677821915,0.132254860614596
"229","OLAM_P010",-1.35741970083771,-0.41970149018436,"Prm",1.16065125720471,0.565455057998028,2.54273910783674,NA,-0.46051468027279,0.44149374675246,0.110349589967415
"230","OLAM_P011",-1.33947058488168,-0.477595217660193,"Prm",1.16065125720471,0.58251661055143,0.0483289361570643,1,-0.216847488005593,0.636584416010179,0.0536640386536399
"231","OLAM_P012",-1.15997942532134,-0.58533173101493,"Exp",1.07060072862848,0.637113578722317,2.54273910783674,1,-0.10657320629657,0.25166753654156,-0.055612050333301
"232","OLAM_P013",-1.35741970083771,-0.0147117333505912,"Sec",1.34075231435717,0.886212246001988,-0.245505496683791,1,-0.580501077032929,-0.341117818918336,0.0360074168717113
"233","OLAM_P014",-1.35741970083771,-0.0538173939050478,"Sec",1.34075231435717,0.933984593151514,-0.245505496683791,0,-0.582429414101502,-0.258922146830389,0.0680505446273791
"234","OLAM_P015",-1.36639425881573,0.0147525822101903,"Sec",1.4308028429334,0.896449177534029,-0.245505496683791,1,-0.573801297660076,-0.351036263231226,0.0431065431010491
"235","OLAM_P016",-1.28113595802457,0.086838186886658,"Prm",1.25070178578094,1.16943401838846,-0.245505496683791,1,-0.468677186941018,-0.315390346845651,0.0295875743701203
"236","OLAM_P017",-1.50549990747499,0.23093330038329,"Prm",1.52085337150963,1.49701582741379,-0.245505496683791,0,-0.620830643342825,-0.357113882694444,0.219441317497695
"237","OLAM_P018",-1.34395786387069,0.123828382635873,"Sec",1.25070178578094,1.21038174451663,-0.245505496683791,1,-0.586734650128346,-0.367093196934865,-0.0329870363929326
"238","OLAM_P019",-1.43370344365086,0.212944239953102,"Prm",1.52085337150963,1.52772662200991,-0.245505496683791,0,-0.625639356724006,-0.303951345396222,0.166869123162453
"239","OLAM_P020",-1.40677976971681,-0.262677690701734,"Prm",1.34075231435717,0.637113578722317,-0.245505496683791,1,-0.47558650522515,0.0206073844438498,0.186918028142769
"240","OLAM_P021",-1.35741970083771,-0.0682375586745935,"Sec",1.34075231435717,0.954458456215596,-0.245505496683791,0,-0.617188850645735,-0.364439646745518,-0.0160395875144454
"241","OLAM_P022",-1.22728861015647,0.0854608518875616,"Sec",1.25070178578094,1.39464651209337,2.54273910783674,1,0.301276681101675,-0.256418405325928,0.201984169728026
"242","OLAM_P023",-1.33049602690366,-0.495531010990968,"Sec",1.16065125720471,0.626876647190275,0.0483289361570643,1,-0.464878566845887,0.315655668548432,-0.0231888145400514
"243","OLAM_P024",-1.42921616466185,0.208705700756987,"Prm",1.61090390008586,1.36052340698657,-0.245505496683791,1,-0.613309784271092,-0.375823840536078,0.20165684935948
"244","OLAM_P025",-1.36639425881573,-0.413568164166284,"Prm",1.16065125720471,0.517682710848502,0.0483289361570643,NA,-0.427325836991364,0.34974146873292,0.0809457457576093
"245","OLAM_P026",-1.50549990747499,0.280760867090934,"Prm",1.61090390008586,1.70175445805461,0.0483289361570643,0,-0.596475310000545,-0.318931689018521,0.221001168479186
"246","OLAM_P028",-1.29011051600259,-0.437089393349749,"Sec",1.16065125720471,0.599578163104832,2.54273910783674,NA,-0.63299799362204,0.909166829306357,0.160804788922136
"247","OLAM_P029",-1.39780521173879,-0.13925782136281,"Sec",1.34075231435717,0.811141414767019,-0.245505496683791,0,-0.711920875116594,-0.291690586833406,-0.0440431674662136
"248","OLAM_P031",-1.46960167556292,0.161442564406777,"Exp",1.4308028429334,1.22061867604867,-0.245505496683791,1,-0.660156526420148,-0.37174705363607,0.0064592657819299
"249","OLAM_P032",-1.37088153780474,-0.52499532655175,"Prm",1.25070178578094,0.58251661055143,0.0483289361570643,1,-0.362381602187964,0.555053833796754,0.0541650544532874
"250","OLAM_P033",-1.29459779499159,-0.0333095606312085,"Sec",1.25070178578094,1.0227046664292,-0.245505496683791,0,-0.651322109518496,-0.344322561921333,0.089564920125181
"251","OLAM_P035",-1.33947058488168,0.100193009667952,"Sec",1.34075231435717,1.09095087664281,-0.245505496683791,0,-0.662694633186907,-0.364636586491156,0.0150231652986563
"252","OLAM_P036",-1.33498330589267,0.0451072192897247,"Sec",1.34075231435717,1.10801242919622,-0.245505496683791,1,-0.532617733150265,-0.255864514195653,0.146304400364263
