"","DispoCode","Elev","Latitude","Succ2","Temp","Prec","SoilPCA","Elephant","VillDist","PopDensity","NightLights"
"22","CAFI_P017",-1.09715751947522,-0.96629802601363,"Exp",1.25070178578094,0.469910363698976,-2.26951024654322,1,-0.602445749265666,-0.232605084240047,-0.243990820825082
"23","CAFI_P020",0.693266797139151,0.7574177013915,"Prm",-0.640359314319877,-0.826767630359588,-0.136575481585022,1,0.285092095745688,-0.343702484780141,-0.149294975851873
"24","CAFI_P021",1.23622755480917,0.883173713518947,"Exp",-2.17121830011578,1.27521564421956,-0.245505496683791,1,-0.554423009848815,0.039969817076669,0.0547039373710066
"25","CAFI_P022",0.845834282765439,-1.24380439478186,"Prm",-0.730409842896104,0.524507331869862,-0.136575481585022,1,-0.488447042082294,-0.359533706136808,-0.0250361692707748
"26","CAFI_P023",0.95801625749065,1.03561654245209,"Exp",-1.09061195720102,-0.376342642949772,-0.136575481585022,0,-0.387874839346106,1.03915170291302,-0.147038542966336
"27","CAFI_P025",1.18238020694107,1.55239111219595,"Sec",-0.910510900048562,-0.611792068186721,-0.136575481585022,0,-0.0866465344804134,0.384154476967317,-0.21079535448115
"28","CAFI_P026",-0.46445118202503,-1.66616683560975,"Sec",0.440247028594878,-0.280797948650719,-0.245505496683791,1,-0.539474256360373,0.06183408440594,0.0913387214950045
"29","CAFI_P027",0.724677750062211,-0.789504523063311,"Exp",-0.550308785743646,0.0740823444600457,-0.136575481585022,1,-0.693723929497504,-0.116130631023302,-0.151797456772473
"30","CAFI_P028",0.419542778809636,-0.0161879929628824,"Exp",-0.0100056142862685,-0.448001163674061,-0.245505496683791,1,0.0833758162189996,-0.297101913613891,-0.167642375593106
"31","CAFI_P029",-0.657404178552393,-1.31889578578232,"Exp",1.16065125720471,0.381190290421284,0.161027092515639,1,-0.314914365584665,-0.362327326282434,-0.0316235593501137
